No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,Kategori_PM2.5
14053,2014,10,7,12,96.0,136.0,16.0,73.0,1000.0,22.0,20.1,1013.4,8.4,0.0,NE,1.1,Aotizhongxin,2014-10-07,Tinggi
14054,2014,10,7,13,110.0,142.0,18.0,90.0,1000.0,30.0,20.9,1012.9,8.8,0.0,ENE,1.5,Aotizhongxin,2014-10-07,Tinggi
14055,2014,10,7,14,127.0,150.0,21.0,111.0,1200.0,29.0,21.5,1012.2,9.4,0.0,E,0.9,Aotizhongxin,2014-10-07,Sangat Tinggi
14056,2014,10,7,15,152.0,178.0,24.0,97.0,1100.0,62.0,21.4,1012.1,10.2,0.0,SSW,0.7,Aotizhongxin,2014-10-07,Sangat Tinggi
14057,2014,10,7,16,178.0,217.0,26.0,111.0,1200.0,66.0,19.3,1012.0,12.8,0.0,SSE,0.0,Aotizhongxin,2014-10-07,Sangat Tinggi
14058,2014,10,7,17,197.0,230.0,24.0,121.0,1300.0,77.0,15.9,1012.4,12.3,0.0,SSE,0.0,Aotizhongxin,2014-10-07,Sangat Tinggi
14059,2014,10,7,18,211.0,261.0,17.0,135.0,1200.0,57.0,14.1,1013.0,12.3,0.0,SE,0.0,Aotizhongxin,2014-10-07,Sangat Tinggi
14067,2014,10,8,2,245.0,265.0,9.0,129.0,1700.0,2.0,12.6,1014.0,11.3,0.0,ENE,1.5,Aotizhongxin,2014-10-08,Sangat Tinggi
14068,2014,10,8,3,215.0,215.0,5.0,93.0,1100.0,2.0,12.8,1013.7,11.2,0.0,ENE,1.1,Aotizhongxin,2014-10-08,Sangat Tinggi
14069,2014,10,8,4,210.0,210.0,5.0,92.0,1100.0,2.0,12.5,1013.9,11.2,0.0,ENE,0.5,Aotizhongxin,2014-10-08,Sangat Tinggi
14070,2014,10,8,5,208.0,208.0,4.0,101.0,1200.0,2.0,12.5,1014.1,11.6,0.0,ENE,0.7,Aotizhongxin,2014-10-08,Sangat Tinggi
14071,2014,10,8,6,204.0,204.0,4.0,95.0,1100.0,2.0,12.9,1014.6,11.6,0.0,NE,0.0,Aotizhongxin,2014-10-08,Sangat Tinggi
14073,2014,10,8,8,222.0,222.0,7.0,108.0,1300.0,2.0,14.3,1015.1,13.7,0.0,ENE,1.0,Aotizhongxin,2014-10-08,Sangat Tinggi
14074,2014,10,8,9,210.0,210.0,5.0,104.0,1400.0,2.0,16.5,1015.0,13.2,0.0,ENE,1.2,Aotizhongxin,2014-10-08,Sangat Tinggi
14075,2014,10,8,10,221.0,221.0,10.0,96.0,1600.0,10.0,16.5,1014.4,12.8,0.0,ENE,0.0,Aotizhongxin,2014-10-08,Sangat Tinggi
14078,2014,10,8,13,252.0,252.0,11.0,103.0,1800.0,24.0,19.8,1012.3,13.5,0.0,NE,0.0,Aotizhongxin,2014-10-08,Sangat Tinggi
14106,2014,10,9,17,178.0,178.0,9.0,127.0,1800.0,75.0,17.3,1012.9,16.3,0.0,NNE,0.0,Aotizhongxin,2014-10-09,Sangat Tinggi
14194,2014,10,13,9,14.0,14.0,13.0,31.0,300.0,23.0,14.3,1024.1,-4.0,0.0,ENE,2.1,Aotizhongxin,2014-10-13,Rendah
14195,2014,10,13,10,9.0,9.0,9.0,22.0,300.0,33.0,15.0,1022.8,-6.6,0.0,N,2.0,Aotizhongxin,2014-10-13,Rendah
14196,2014,10,13,11,5.0,5.0,4.0,14.0,300.0,43.0,16.0,1021.6,-7.0,0.0,ENE,2.6,Aotizhongxin,2014-10-13,Rendah
14197,2014,10,13,12,3.0,3.0,7.0,14.0,300.0,45.0,17.0,1020.1,-6.2,0.0,ENE,1.2,Aotizhongxin,2014-10-13,Rendah
14198,2014,10,13,13,13.0,13.0,8.0,13.0,300.0,47.0,17.5,1018.9,-5.1,0.0,ESE,0.9,Aotizhongxin,2014-10-13,Rendah
14199,2014,10,13,14,4.0,4.0,8.0,13.0,300.0,51.0,18.3,1018.1,-6.5,0.0,WSW,0.9,Aotizhongxin,2014-10-13,Rendah
14200,2014,10,13,15,6.0,6.0,5.0,15.0,300.0,51.0,18.1,1017.7,-5.2,0.0,W,1.9,Aotizhongxin,2014-10-13,Rendah
14201,2014,10,13,16,7.0,7.0,2.0,19.0,300.0,49.0,16.3,1017.3,-4.3,0.0,WSW,2.6,Aotizhongxin,2014-10-13,Rendah
14202,2014,10,13,17,11.0,11.0,5.0,31.0,300.0,40.0,13.8,1017.4,-3.5,0.0,WSW,1.7,Aotizhongxin,2014-10-13,Rendah
14203,2014,10,13,18,17.0,17.0,5.0,67.0,400.0,10.0,11.8,1017.7,-0.4,0.0,W,1.8,Aotizhongxin,2014-10-13,Rendah
14204,2014,10,13,19,20.0,20.0,4.0,88.0,500.0,2.0,9.0,1017.7,4.0,0.0,WSW,1.2,Aotizhongxin,2014-10-13,Rendah
14205,2014,10,13,20,33.0,33.0,5.0,96.0,500.0,7.0,7.2,1017.9,4.0,0.0,WSW,0.1,Aotizhongxin,2014-10-13,Rendah
14206,2014,10,13,21,48.0,48.0,5.0,106.0,600.0,2.0,6.2,1018.0,2.8,0.0,W,0.0,Aotizhongxin,2014-10-13,Sedang
14207,2014,10,13,22,48.0,48.0,4.0,108.0,800.0,2.0,5.8,1017.7,4.0,0.0,WSW,0.0,Aotizhongxin,2014-10-13,Sedang
14208,2014,10,13,23,49.0,49.0,2.0,102.0,600.0,2.0,5.4,1017.4,2.6,0.0,E,1.0,Aotizhongxin,2014-10-13,Sedang
14209,2014,10,14,0,54.0,54.0,7.0,100.0,700.0,2.0,4.9,1017.4,3.6,0.0,NE,0.0,Aotizhongxin,2014-10-14,Sedang
14210,2014,10,14,1,62.0,62.0,8.0,90.0,800.0,2.0,4.6,1017.2,4.2,0.0,SE,0.0,Aotizhongxin,2014-10-14,Sedang
14211,2014,10,14,2,33.0,33.0,6.0,63.0,500.0,2.0,4.0,1016.6,3.7,0.0,ESE,0.0,Aotizhongxin,2014-10-14,Rendah
14212,2014,10,14,3,32.0,32.0,5.0,56.0,400.0,2.0,3.9,1016.2,3.8,0.0,ESE,0.0,Aotizhongxin,2014-10-14,Rendah
14213,2014,10,14,4,22.0,22.0,5.0,54.0,300.0,2.0,3.9,1016.3,3.8,0.0,ENE,0.0,Aotizhongxin,2014-10-14,Rendah
14214,2014,10,14,5,23.0,23.0,3.0,52.0,300.0,2.0,3.5,1016.3,3.4,0.0,ENE,0.0,Aotizhongxin,2014-10-14,Rendah
14215,2014,10,14,6,20.0,53.0,2.0,57.0,300.0,2.0,3.5,1016.1,3.2,0.0,E,0.0,Aotizhongxin,2014-10-14,Rendah
14216,2014,10,14,7,31.0,66.0,2.0,56.0,400.0,2.0,7.0,1016.1,4.1,0.0,ENE,1.1,Aotizhongxin,2014-10-14,Rendah
14217,2014,10,14,8,41.0,77.0,4.0,58.0,600.0,2.0,11.6,1016.2,3.1,0.0,E,1.4,Aotizhongxin,2014-10-14,Sedang
14218,2014,10,14,9,36.0,47.0,6.0,59.0,600.0,2.0,13.9,1015.7,1.8,0.0,S,0.6,Aotizhongxin,2014-10-14,Sedang
14219,2014,10,14,10,27.0,63.0,5.0,53.0,500.0,8.0,16.7,1014.9,3.4,0.0,SW,1.0,Aotizhongxin,2014-10-14,Rendah
14220,2014,10,14,11,45.0,128.0,10.0,69.0,600.0,4.0,18.6,1013.9,1.6,0.0,SSW,1.4,Aotizhongxin,2014-10-14,Sedang
14221,2014,10,14,12,39.0,64.0,11.0,64.0,600.0,18.0,19.9,1012.5,1.3,0.0,W,3.9,Aotizhongxin,2014-10-14,Sedang
14222,2014,10,14,13,43.0,79.0,8.0,80.0,600.0,23.0,21.3,1011.3,2.5,0.0,SW,3.2,Aotizhongxin,2014-10-14,Sedang
14223,2014,10,14,14,49.0,103.0,10.0,68.0,500.0,47.0,21.6,1010.4,3.3,0.0,WSW,2.2,Aotizhongxin,2014-10-14,Sedang
14224,2014,10,14,15,48.0,106.0,9.0,48.0,400.0,69.0,21.3,1009.9,2.5,0.0,WSW,2.3,Aotizhongxin,2014-10-14,Sedang
14225,2014,10,14,16,50.0,101.0,11.0,44.0,400.0,71.0,19.7,1009.8,2.1,0.0,SW,1.3,Aotizhongxin,2014-10-14,Sedang
14226,2014,10,14,17,38.0,105.0,10.0,44.0,400.0,66.0,17.3,1009.9,2.8,0.0,SW,1.0,Aotizhongxin,2014-10-14,Sedang
14227,2014,10,14,18,59.0,143.0,10.0,63.0,500.0,52.0,15.4,1010.0,4.4,0.0,W,1.5,Aotizhongxin,2014-10-14,Sedang
14228,2014,10,14,19,70.0,148.0,8.0,89.0,700.0,29.0,15.2,1010.0,4.8,0.0,WSW,1.8,Aotizhongxin,2014-10-14,Sedang
14229,2014,10,14,20,80.0,173.0,10.0,100.0,800.0,21.0,14.7,1009.9,5.2,0.0,WSW,1.3,Aotizhongxin,2014-10-14,Tinggi
14230,2014,10,14,21,93.0,163.0,15.0,88.0,900.0,22.0,11.9,1009.9,6.6,0.0,SW,0.0,Aotizhongxin,2014-10-14,Tinggi
14231,2014,10,14,22,105.0,181.0,16.0,105.0,1000.0,2.0,9.5,1009.5,7.1,0.0,WSW,0.0,Aotizhongxin,2014-10-14,Tinggi
14232,2014,10,14,23,121.0,202.0,17.0,111.0,1000.0,2.0,8.7,1009.0,7.5,0.0,W,0.0,Aotizhongxin,2014-10-14,Sangat Tinggi
14233,2014,10,15,0,135.0,219.0,15.0,105.0,1000.0,2.0,7.9,1008.7,7.5,0.0,W,0.0,Aotizhongxin,2014-10-15,Sangat Tinggi
14234,2014,10,15,1,130.0,192.0,5.0,97.0,1000.0,2.0,7.3,1008.2,6.9,0.0,W,0.0,Aotizhongxin,2014-10-15,Sangat Tinggi
14235,2014,10,15,2,107.0,152.0,7.0,106.0,1000.0,2.0,6.8,1007.5,6.7,0.0,E,0.2,Aotizhongxin,2014-10-15,Tinggi
14236,2014,10,15,3,81.0,147.0,8.0,101.0,1000.0,2.0,7.1,1007.3,6.7,0.0,ENE,0.5,Aotizhongxin,2014-10-15,Tinggi
14237,2014,10,15,4,82.0,140.0,7.0,92.0,1000.0,2.0,7.5,1007.7,6.1,0.0,ENE,0.6,Aotizhongxin,2014-10-15,Tinggi
14238,2014,10,15,5,86.0,130.0,7.0,85.0,800.0,2.0,7.5,1007.8,6.0,0.0,WNW,1.3,Aotizhongxin,2014-10-15,Tinggi
14239,2014,10,15,6,85.0,117.0,6.0,80.0,700.0,2.0,7.4,1008.1,6.7,0.0,NNW,0.9,Aotizhongxin,2014-10-15,Tinggi
14240,2014,10,15,7,83.0,127.0,7.0,81.0,800.0,2.0,10.5,1008.3,6.6,0.0,NE,0.0,Aotizhongxin,2014-10-15,Tinggi
14241,2014,10,15,8,92.0,150.0,9.0,80.0,800.0,2.0,17.7,1008.7,3.2,0.0,NE,1.5,Aotizhongxin,2014-10-15,Tinggi
14242,2014,10,15,9,79.0,99.0,16.0,79.0,800.0,2.0,20.2,1008.8,-1.0,0.0,N,4.1,Aotizhongxin,2014-10-15,Tinggi
14243,2014,10,15,10,24.0,120.0,7.0,33.0,300.0,39.0,20.8,1008.8,-1.7,0.0,NNE,4.1,Aotizhongxin,2014-10-15,Rendah
14244,2014,10,15,11,20.0,148.0,4.0,15.0,200.0,54.0,20.8,1009.1,-1.7,0.0,NNE,4.5,Aotizhongxin,2014-10-15,Rendah
14245,2014,10,15,12,16.0,127.0,3.0,13.0,200.0,55.0,21.6,1008.8,-0.4,0.0,NNE,2.8,Aotizhongxin,2014-10-15,Rendah
14246,2014,10,15,13,13.0,105.0,2.0,12.0,200.0,58.0,21.6,1008.6,-2.3,0.0,NNE,3.6,Aotizhongxin,2014-10-15,Rendah
14247,2014,10,15,14,11.0,154.0,3.0,10.0,200.0,63.0,21.9,1008.7,-3.5,0.0,N,4.5,Aotizhongxin,2014-10-15,Rendah
14249,2014,10,15,16,11.0,49.0,2.0,12.0,200.0,63.0,19.6,1010.3,-8.7,0.0,NNE,4.0,Aotizhongxin,2014-10-15,Rendah
14250,2014,10,15,17,8.0,52.0,2.0,13.0,200.0,60.0,18.2,1011.6,-8.9,0.0,NNW,3.3,Aotizhongxin,2014-10-15,Rendah
14251,2014,10,15,18,10.0,76.0,2.0,17.0,200.0,55.0,17.3,1012.9,-9.6,0.0,NNE,2.1,Aotizhongxin,2014-10-15,Rendah
14252,2014,10,15,19,9.0,41.0,2.0,24.0,300.0,46.0,16.8,1014.1,-9.2,0.0,NE,2.1,Aotizhongxin,2014-10-15,Rendah
14253,2014,10,15,20,14.0,37.0,2.0,41.0,400.0,29.0,14.7,1014.9,-7.4,0.0,ENE,1.8,Aotizhongxin,2014-10-15,Rendah
14254,2014,10,15,21,16.0,53.0,2.0,59.0,400.0,12.0,10.8,1015.7,-1.6,0.0,NE,0.0,Aotizhongxin,2014-10-15,Rendah
14255,2014,10,15,22,14.0,38.0,2.0,66.0,500.0,4.0,7.8,1016.0,0.5,0.0,NE,0.1,Aotizhongxin,2014-10-15,Rendah
14256,2014,10,15,23,6.0,21.0,2.0,59.0,400.0,10.0,6.4,1016.1,1.9,0.0,SW,0.9,Aotizhongxin,2014-10-15,Rendah
14257,2014,10,16,0,17.0,81.0,2.0,69.0,400.0,2.0,6.0,1016.3,1.9,0.0,E,0.6,Aotizhongxin,2014-10-16,Rendah
14258,2014,10,16,1,28.0,122.0,5.0,79.0,500.0,2.0,5.2,1016.5,2.2,0.0,N,0.1,Aotizhongxin,2014-10-16,Rendah
14259,2014,10,16,2,39.0,179.0,10.0,72.0,600.0,2.0,4.4,1016.6,2.4,0.0,SSW,0.1,Aotizhongxin,2014-10-16,Sedang
14260,2014,10,16,3,35.0,131.0,8.0,74.0,600.0,2.0,4.4,1016.6,2.9,0.0,E,0.9,Aotizhongxin,2014-10-16,Sedang
14261,2014,10,16,4,24.0,60.0,7.0,73.0,600.0,2.0,4.0,1017.2,2.3,0.0,W,0.5,Aotizhongxin,2014-10-16,Rendah
14262,2014,10,16,5,25.0,49.0,6.0,67.0,700.0,2.0,3.6,1017.6,2.9,0.0,E,0.0,Aotizhongxin,2014-10-16,Rendah
14263,2014,10,16,6,25.0,64.0,4.0,62.0,600.0,2.0,3.3,1018.3,3.2,0.0,ENE,0.0,Aotizhongxin,2014-10-16,Rendah
14264,2014,10,16,7,24.0,72.0,7.0,60.0,600.0,2.0,6.9,1019.0,3.1,0.0,NE,1.8,Aotizhongxin,2014-10-16,Rendah
14268,2014,10,16,11,30.0,37.0,11.0,50.0,500.0,23.0,19.8,1015.9,-2.0,0.0,SW,3.4,Aotizhongxin,2014-10-16,Rendah
14269,2014,10,16,12,21.0,104.0,8.0,35.0,400.0,39.0,21.0,1014.3,-1.6,0.0,SW,2.7,Aotizhongxin,2014-10-16,Rendah
14270,2014,10,16,13,25.0,96.0,10.0,29.0,400.0,51.0,21.3,1013.0,-1.9,0.0,WSW,4.3,Aotizhongxin,2014-10-16,Rendah
14271,2014,10,16,14,25.0,95.0,10.0,29.0,400.0,59.0,21.7,1012.1,-1.6,0.0,WSW,3.5,Aotizhongxin,2014-10-16,Rendah
14272,2014,10,16,15,32.0,119.0,14.0,33.0,400.0,59.0,20.6,1011.5,-1.9,0.0,SW,3.1,Aotizhongxin,2014-10-16,Rendah
14273,2014,10,16,16,39.0,159.0,14.0,30.0,400.0,71.0,19.2,1011.4,-1.3,0.0,WSW,2.5,Aotizhongxin,2014-10-16,Sedang
14274,2014,10,16,17,58.0,165.0,17.0,42.0,500.0,80.0,17.8,1011.8,-1.5,0.0,SSW,1.4,Aotizhongxin,2014-10-16,Sedang
14275,2014,10,16,18,64.0,161.0,17.0,52.0,500.0,75.0,17.3,1012.3,-1.4,0.0,WSW,2.4,Aotizhongxin,2014-10-16,Sedang
14277,2014,10,16,20,42.0,155.0,15.0,67.0,600.0,39.0,13.1,1012.5,3.7,0.0,NNW,0.6,Aotizhongxin,2014-10-16,Sedang
14278,2014,10,16,21,63.0,174.0,15.0,89.0,700.0,11.0,9.5,1012.5,3.5,0.0,SSW,0.0,Aotizhongxin,2014-10-16,Sedang
14279,2014,10,16,22,73.0,205.0,13.0,108.0,800.0,2.0,8.5,1012.1,3.9,0.0,NNW,0.0,Aotizhongxin,2014-10-16,Sedang
14280,2014,10,16,23,77.0,216.0,12.0,104.0,900.0,2.0,7.9,1012.0,4.3,0.0,SE,0.5,Aotizhongxin,2014-10-16,Tinggi
14281,2014,10,17,0,73.0,196.0,12.0,111.0,900.0,2.0,7.6,1011.8,4.0,0.0,ENE,0.5,Aotizhongxin,2014-10-17,Sedang
14282,2014,10,17,1,87.0,209.0,13.0,115.0,1000.0,2.0,8.0,1011.6,4.4,0.0,E,0.7,Aotizhongxin,2014-10-17,Tinggi
14283,2014,10,17,2,92.0,204.0,15.0,110.0,1000.0,2.0,7.4,1011.2,4.2,0.0,ENE,0.6,Aotizhongxin,2014-10-17,Tinggi
14284,2014,10,17,3,85.0,173.0,12.0,96.0,800.0,2.0,6.3,1010.9,3.8,0.0,E,0.1,Aotizhongxin,2014-10-17,Tinggi
14285,2014,10,17,4,81.0,158.0,9.0,90.0,800.0,2.0,6.0,1010.8,4.2,0.0,E,0.8,Aotizhongxin,2014-10-17,Tinggi
14286,2014,10,17,5,83.0,141.0,7.0,84.0,700.0,2.0,6.1,1011.0,4.4,0.0,E,0.7,Aotizhongxin,2014-10-17,Tinggi
14287,2014,10,17,6,76.0,145.0,7.0,82.0,700.0,2.0,7.1,1011.0,5.4,0.0,E,0.6,Aotizhongxin,2014-10-17,Tinggi
14288,2014,10,17,7,77.0,136.0,9.0,80.0,800.0,2.0,9.4,1011.5,6.3,0.0,NNE,0.9,Aotizhongxin,2014-10-17,Tinggi
14289,2014,10,17,8,88.0,219.0,16.0,89.0,1000.0,2.0,14.1,1011.9,3.5,0.0,NE,1.0,Aotizhongxin,2014-10-17,Tinggi
14290,2014,10,17,9,91.0,218.0,17.0,95.0,1300.0,2.0,17.1,1011.6,3.4,0.0,ENE,1.3,Aotizhongxin,2014-10-17,Tinggi
14291,2014,10,17,10,86.0,178.0,16.0,99.0,1100.0,2.0,19.3,1010.9,4.6,0.0,WNW,1.0,Aotizhongxin,2014-10-17,Tinggi
14292,2014,10,17,11,93.0,173.0,19.0,101.0,1000.0,8.0,21.0,1009.9,3.7,0.0,SSW,1.1,Aotizhongxin,2014-10-17,Tinggi
14293,2014,10,17,12,93.0,171.0,21.0,107.0,1000.0,16.0,22.6,1008.8,4.1,0.0,WSW,1.9,Aotizhongxin,2014-10-17,Tinggi
14294,2014,10,17,13,86.0,149.0,23.0,101.0,1000.0,27.0,23.8,1008.1,5.2,0.0,WSW,1.8,Aotizhongxin,2014-10-17,Tinggi
14295,2014,10,17,14,100.0,164.0,21.0,126.0,1100.0,35.0,24.2,1007.9,6.0,0.0,S,1.3,Aotizhongxin,2014-10-17,Tinggi
14296,2014,10,17,15,114.0,209.0,19.0,137.0,1100.0,51.0,24.1,1008.0,5.4,0.0,SW,1.4,Aotizhongxin,2014-10-17,Tinggi
14308,2014,10,18,3,148.0,196.0,8.0,120.0,1400.0,2.0,9.9,1010.8,8.0,0.0,NE,0.6,Aotizhongxin,2014-10-18,Sangat Tinggi
14309,2014,10,18,4,121.0,162.0,9.0,123.0,1200.0,2.0,9.1,1011.5,7.5,0.0,S,0.0,Aotizhongxin,2014-10-18,Sangat Tinggi
14310,2014,10,18,5,115.0,183.0,9.0,135.0,1400.0,2.0,7.7,1011.6,6.9,0.0,ESE,0.0,Aotizhongxin,2014-10-18,Sangat Tinggi
14311,2014,10,18,6,122.0,181.0,10.0,137.0,1400.0,2.0,7.0,1012.0,6.7,0.0,ESE,0.0,Aotizhongxin,2014-10-18,Sangat Tinggi
14312,2014,10,18,7,110.0,141.0,10.0,135.0,1200.0,2.0,9.1,1012.8,9.1,0.0,ENE,0.0,Aotizhongxin,2014-10-18,Tinggi
14313,2014,10,18,8,102.0,150.0,8.0,99.0,900.0,2.0,14.3,1013.1,8.9,0.0,ENE,1.0,Aotizhongxin,2014-10-18,Tinggi
14314,2014,10,18,9,109.0,154.0,10.0,93.0,1000.0,3.0,17.7,1012.7,8.3,0.0,E,1.7,Aotizhongxin,2014-10-18,Tinggi
14315,2014,10,18,10,115.0,187.0,13.0,110.0,1100.0,6.0,20.5,1012.3,7.1,0.0,NNE,0.0,Aotizhongxin,2014-10-18,Sangat Tinggi
14316,2014,10,18,11,110.0,183.0,13.0,105.0,900.0,23.0,22.1,1011.6,6.7,0.0,ENE,1.0,Aotizhongxin,2014-10-18,Tinggi
14317,2014,10,18,12,115.0,214.0,15.0,123.0,1000.0,34.0,23.7,1010.1,5.6,0.0,SSE,0.9,Aotizhongxin,2014-10-18,Sangat Tinggi
14318,2014,10,18,13,146.0,210.0,18.0,124.0,1100.0,65.0,25.2,1009.1,5.9,0.0,SE,1.3,Aotizhongxin,2014-10-18,Sangat Tinggi
14319,2014,10,18,14,166.0,223.0,25.0,126.0,1400.0,96.0,25.1,1008.4,8.1,0.0,WSW,0.9,Aotizhongxin,2014-10-18,Sangat Tinggi
14342,2014,10,19,13,231.0,241.0,29.0,101.0,1500.0,40.0,20.2,1007.2,13.4,0.0,SW,1.4,Aotizhongxin,2014-10-19,Sangat Tinggi
14343,2014,10,19,14,224.0,272.0,25.0,80.0,1400.0,65.0,19.7,1007.3,13.8,0.0,N,1.6,Aotizhongxin,2014-10-19,Sangat Tinggi
14344,2014,10,19,15,214.0,240.0,19.0,73.0,1200.0,83.0,19.1,1007.3,14.6,0.0,NE,0.7,Aotizhongxin,2014-10-19,Sangat Tinggi
14345,2014,10,19,16,173.0,185.0,16.0,69.0,1000.0,90.0,17.8,1007.4,14.5,0.0,SSW,0.0,Aotizhongxin,2014-10-19,Sangat Tinggi
14346,2014,10,19,17,164.0,193.0,11.0,86.0,1000.0,72.0,16.4,1008.2,14.2,0.0,E,0.4,Aotizhongxin,2014-10-19,Sangat Tinggi
14347,2014,10,19,18,156.0,201.0,10.0,92.0,1100.0,64.0,15.5,1008.8,14.0,0.0,ESE,0.6,Aotizhongxin,2014-10-19,Sangat Tinggi
14351,2014,10,19,22,172.0,172.0,6.0,69.0,1000.0,40.0,16.8,1009.9,15.0,0.0,WSW,0.9,Aotizhongxin,2014-10-19,Sangat Tinggi
14352,2014,10,19,23,149.0,149.0,6.0,59.0,900.0,36.0,16.4,1009.9,14.9,0.0,WSW,1.2,Aotizhongxin,2014-10-19,Sangat Tinggi
14353,2014,10,20,0,152.0,152.0,6.0,65.0,900.0,24.0,15.9,1010.3,14.8,0.0,WSW,1.2,Aotizhongxin,2014-10-20,Sangat Tinggi
14354,2014,10,20,1,154.0,154.0,5.0,65.0,900.0,16.0,15.5,1010.2,14.9,0.0,SW,0.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14355,2014,10,20,2,157.0,157.0,6.0,73.0,900.0,2.0,14.3,1009.9,14.1,0.0,NE,0.4,Aotizhongxin,2014-10-20,Sangat Tinggi
14356,2014,10,20,3,159.0,159.0,3.0,67.0,800.0,2.0,13.8,1009.8,13.8,0.0,NE,1.2,Aotizhongxin,2014-10-20,Sangat Tinggi
14357,2014,10,20,4,162.0,162.0,5.0,77.0,800.0,2.0,13.6,1010.0,13.6,0.0,E,0.4,Aotizhongxin,2014-10-20,Sangat Tinggi
14358,2014,10,20,5,223.0,223.0,5.0,110.0,1500.0,2.0,13.1,1010.4,13.1,0.0,E,0.1,Aotizhongxin,2014-10-20,Sangat Tinggi
14359,2014,10,20,6,234.0,234.0,7.0,112.0,1700.0,2.0,12.1,1010.8,12.1,0.0,E,0.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14360,2014,10,20,7,231.0,231.0,8.0,98.0,1600.0,2.0,13.1,1011.6,13.1,0.0,E,0.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14361,2014,10,20,8,208.0,208.0,7.0,90.0,1600.0,2.0,14.8,1012.8,14.8,0.0,E,0.1,Aotizhongxin,2014-10-20,Sangat Tinggi
14362,2014,10,20,9,219.0,219.0,6.0,86.0,1400.0,2.0,16.5,1012.2,14.9,0.0,ENE,1.5,Aotizhongxin,2014-10-20,Sangat Tinggi
14363,2014,10,20,10,249.0,249.0,6.0,94.0,1400.0,6.0,18.4,1012.2,14.3,0.0,ENE,1.6,Aotizhongxin,2014-10-20,Sangat Tinggi
14365,2014,10,20,12,243.0,243.0,9.0,73.0,1300.0,61.0,20.0,1011.5,13.7,0.0,ESE,1.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14369,2014,10,20,16,228.0,228.0,5.0,78.0,1300.0,75.0,17.5,1012.8,13.2,0.0,SW,1.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14370,2014,10,20,17,221.0,221.0,6.0,90.0,1400.0,59.0,16.0,1013.9,13.8,0.0,SE,0.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14371,2014,10,20,18,229.0,229.0,7.0,110.0,1800.0,37.0,15.9,1015.0,14.3,0.0,WSW,1.0,Aotizhongxin,2014-10-20,Sangat Tinggi
14372,2014,10,20,19,243.0,243.0,7.0,136.0,2100.0,7.0,17.0,1015.8,14.6,0.0,SW,0.6,Aotizhongxin,2014-10-20,Sangat Tinggi
14373,2014,10,20,20,243.0,243.0,7.0,112.0,1900.0,17.0,16.9,1016.4,14.2,0.0,SSW,1.2,Aotizhongxin,2014-10-20,Sangat Tinggi
14374,2014,10,20,21,225.0,225.0,8.0,73.0,1700.0,31.0,16.5,1017.0,13.4,0.0,SSW,2.9,Aotizhongxin,2014-10-20,Sangat Tinggi
14375,2014,10,20,22,172.0,172.0,11.0,72.0,1400.0,23.0,15.7,1017.5,11.5,0.0,S,1.6,Aotizhongxin,2014-10-20,Sangat Tinggi
14376,2014,10,20,23,97.0,97.0,13.0,75.0,1000.0,10.0,15.1,1018.1,7.4,0.0,SW,2.0,Aotizhongxin,2014-10-20,Tinggi
14377,2014,10,21,0,59.0,59.0,10.0,53.0,800.0,19.0,14.8,1018.5,7.8,0.0,SW,2.6,Aotizhongxin,2014-10-21,Sedang
14378,2014,10,21,1,43.0,43.0,10.0,44.0,600.0,20.0,14.4,1018.8,6.5,0.0,SSW,1.5,Aotizhongxin,2014-10-21,Sedang
14379,2014,10,21,2,34.0,34.0,9.0,53.0,500.0,13.0,13.9,1018.4,3.1,0.0,WSW,2.4,Aotizhongxin,2014-10-21,Rendah
14380,2014,10,21,3,34.0,34.0,9.0,55.0,600.0,10.0,13.5,1018.2,3.0,0.0,SW,0.8,Aotizhongxin,2014-10-21,Rendah
14381,2014,10,21,4,32.0,32.0,17.0,58.0,1000.0,9.0,13.1,1018.3,0.1,0.0,S,1.3,Aotizhongxin,2014-10-21,Rendah
14382,2014,10,21,5,31.0,31.0,26.0,55.0,1200.0,11.0,12.7,1018.5,-0.6,0.0,SW,1.1,Aotizhongxin,2014-10-21,Rendah
14383,2014,10,21,6,31.0,31.0,26.0,56.0,1300.0,8.0,12.1,1019.3,1.1,0.0,WSW,1.0,Aotizhongxin,2014-10-21,Rendah
14384,2014,10,21,7,35.0,35.0,33.0,64.0,1600.0,3.0,12.4,1020.0,-1.2,0.0,SW,1.5,Aotizhongxin,2014-10-21,Sedang
14385,2014,10,21,8,36.0,36.0,30.0,74.0,1400.0,2.0,12.5,1020.5,-2.2,0.0,SW,1.1,Aotizhongxin,2014-10-21,Sedang
14386,2014,10,21,9,33.0,33.0,29.0,73.0,1400.0,2.0,13.0,1020.5,0.7,0.0,SSW,0.9,Aotizhongxin,2014-10-21,Rendah
14387,2014,10,21,10,37.0,37.0,29.0,73.0,1400.0,2.0,13.7,1020.4,-0.4,0.0,SW,1.7,Aotizhongxin,2014-10-21,Sedang
